student_id,age,gender,department,enrollment_year,cumulative_gpa,is_active,is_dropout,attendance_rate,total_classes,avg_grade,total_courses,grade_std,avg_lms_time,avg_logins,avg_assignments,avg_forum_posts,dept_encoded
STU0001,22,M,Computer Science,2021,2.11,1,0,0.7906976744186046,43,2.0072222222222225,18,0.3963332756146992,152.8,5.15,1.75,1.35,1
STU0002,27,M,Computer Science,2021,2.55,1,0,0.6976744186046512,43,2.46,19,0.4160929383362968,205.9,6.95,2.75,1.1,1
STU0003,21,M,Computer Science,2022,2.76,1,0,0.7441860465116279,43,2.843684210526316,19,0.4775773413375725,214.7,7.4,2.95,2.7,1
STU0004,28,F,Engineering,2022,3.25,1,0,0.8604651162790697,43,3.1325,16,0.36273957600460416,248.55,9.25,4.0,2.5,2
STU0005,27,M,Mathematics,2024,2.2,1,0,0.7441860465116279,43,2.0985714285714288,21,0.44842263228215534,173.25,5.6,1.8,1.75,3
STU0006,23,M,Mathematics,2024,2.19,1,0,0.6511627906976745,43,2.116470588235294,17,0.43598940893774285,163.85,5.2,2.25,1.65,3
STU0007,19,F,Physics,2021,2.45,1,0,0.7441860465116279,43,2.4305882352941177,17,0.5514919603701773,183.45,6.85,2.9,0.8,4
STU0008,18,M,Physics,2023,3.32,1,0,0.8837209302325582,43,3.200625,16,0.4703115102425909,248.5,9.0,4.0,2.45,4
STU0009,26,F,Business,2021,2.23,1,0,0.7674418604651163,43,1.9821052631578946,19,0.5167159003141154,153.35,6.2,2.1,1.7,0
STU0010,19,F,Engineering,2022,1.61,0,1,0.5581395348837209,43,1.452777777777778,18,0.5067172962319854,118.9,4.1,2.0,1.6,2
STU0011,19,F,Computer Science,2022,2.45,1,0,0.6744186046511628,43,2.639411764705882,17,0.4885497746933686,183.7,6.6,2.95,1.3,1
STU0012,23,F,Physics,2022,2.39,1,0,0.6744186046511628,43,2.4417647058823526,17,0.3974014861276573,170.7,6.85,2.1,1.5,4
STU0013,26,M,Computer Science,2022,3.32,1,0,0.7209302325581395,43,3.283125,16,0.5058948342623528,260.25,9.15,4.3,2.7,1
STU0014,22,M,Business,2024,3.97,1,0,0.9069767441860465,43,3.708235294117647,17,0.32029742611590023,301.8,10.8,3.75,2.65,0
STU0015,21,F,Physics,2021,3.55,1,0,0.9302325581395349,43,3.56,15,0.4054803148295682,274.45,9.9,4.0,2.85,4
STU0016,19,F,Business,2023,2.03,1,0,0.7674418604651163,43,1.9676190476190476,21,0.38111553054034353,140.2,6.25,2.2,1.45,0
STU0017,24,F,Mathematics,2024,3.71,1,0,0.9069767441860465,43,3.6199999999999997,18,0.2571792691306751,276.1,10.8,3.95,3.05,3
STU0018,20,F,Mathematics,2023,2.12,1,0,0.6511627906976745,43,2.0358823529411763,17,0.4052631679466043,157.25,5.9,2.15,1.45,3
STU0019,27,M,Engineering,2024,2.5,1,0,0.7209302325581395,43,2.51875,16,0.45751320563819065,180.75,6.35,2.8,1.3,2
STU0020,19,M,Mathematics,2024,3.39,1,0,0.8837209302325582,43,3.3979999999999997,20,0.4946301116677199,250.5,9.55,4.0,2.95,3
STU0021,28,M,Mathematics,2022,2.56,1,0,0.8372093023255814,43,2.5644444444444443,18,0.4432397070530761,208.2,7.4,2.95,1.3,3
STU0022,27,F,Business,2024,3.99,1,0,0.9302325581395349,43,3.8129166666666667,24,0.27025719097808,308.1,10.3,4.35,2.7,0
STU0023,28,F,Engineering,2021,3.3,1,0,0.9069767441860465,43,3.266428571428571,14,0.522679592144132,254.5,9.4,3.9,2.6,2
STU0024,22,F,Physics,2021,2.59,1,0,0.6046511627906976,43,2.5358823529411763,17,0.4491110500690421,188.95,6.5,2.9,1.8,4
STU0025,26,M,Computer Science,2023,3.4,1,0,0.813953488372093,43,3.444761904761905,21,0.47282786558766865,256.95,9.7,4.15,3.05,1
STU0026,20,M,Physics,2022,2.43,1,0,0.6744186046511628,43,2.392352941176471,17,0.5196095819430766,176.6,7.3,3.1,1.55,4
STU0027,27,M,Engineering,2021,2.31,1,0,0.6511627906976745,43,2.4352941176470586,17,0.42373514202652024,176.3,6.15,2.1,1.5,2
STU0028,22,M,Computer Science,2023,2.1,1,0,0.6744186046511628,43,2.0033333333333334,18,0.5344375823347052,167.0,6.0,2.15,1.6,1
STU0029,19,M,Engineering,2021,3.33,1,0,0.7906976744186046,43,3.349285714285714,14,0.5652564331034501,244.05,9.25,4.0,2.7,2
STU0030,20,M,Engineering,2022,3.15,1,0,0.9302325581395349,43,3.1666666666666665,18,0.387267957089449,233.9,9.5,2.95,2.8,2
STU0031,21,M,Physics,2024,3.82,1,0,0.9302325581395349,43,3.7746153846153847,13,0.3702840212732064,294.15,10.9,4.15,2.55,4
STU0032,28,F,Physics,2024,3.12,1,0,0.7209302325581395,43,3.234375,16,0.41564357727905926,233.15,8.5,3.2,2.25,4
STU0033,19,M,Engineering,2024,2.12,1,0,0.7906976744186046,43,2.096875,16,0.45742349087033124,162.6,6.35,1.85,1.65,2
STU0034,27,M,Physics,2021,2.88,1,0,0.7441860465116279,43,2.815294117647059,17,0.3645393951114685,214.9,8.6,3.05,2.25,4
STU0035,28,M,Computer Science,2021,1.65,0,1,0.6744186046511628,43,1.673157894736842,19,0.4333468283998517,131.8,4.05,2.35,1.0,1
STU0036,26,F,Physics,2021,2.1,1,0,0.7441860465116279,43,1.9483333333333333,18,0.4646219209333161,159.85,5.75,2.05,1.65,4
STU0037,27,M,Mathematics,2022,2.94,1,0,0.813953488372093,43,2.864117647058823,17,0.507974640404536,215.65,7.95,3.1,2.55,3
STU0038,21,F,Business,2024,1.74,1,0,0.7441860465116279,43,1.674705882352941,17,0.47839729366734013,127.6,4.25,1.75,1.85,0
STU0039,25,M,Business,2024,3.66,1,0,0.7906976744186046,43,3.4125,20,0.36930767375555146,271.25,9.65,3.7,2.4,0
STU0040,24,M,Computer Science,2021,3.32,1,0,0.8372093023255814,43,3.3866666666666667,21,0.46511647286817664,244.95,9.2,3.55,2.95,1
STU0041,21,M,Mathematics,2022,2.84,1,0,0.813953488372093,43,2.6425,16,0.4812275968811432,207.95,8.3,3.0,2.25,3
STU0042,22,M,Business,2022,2.66,1,0,0.7906976744186046,43,2.4966666666666666,21,0.47909637165536256,191.7,6.1,2.9,1.7,0
STU0043,18,M,Business,2021,3.13,1,0,0.8604651162790697,43,3.088,15,0.5648539634277164,235.3,8.2,2.85,2.5,0
STU0044,20,F,Computer Science,2022,2.52,1,0,0.6744186046511628,43,2.6523529411764706,17,0.5109492319664046,185.9,6.45,3.1,1.65,1
STU0045,18,F,Mathematics,2024,1.91,0,1,0.7209302325581395,43,1.9855555555555557,18,0.4648240935111871,151.55,5.0,1.9,1.85,3
STU0046,22,F,Physics,2024,2.56,1,0,0.7674418604651163,43,2.598125,16,0.34583654616981513,184.65,6.7,3.25,1.65,4
STU0047,22,M,Mathematics,2022,2.04,1,0,0.6744186046511628,43,1.9022222222222223,18,0.5508662222093871,141.85,5.75,2.15,1.2,3
STU0048,23,M,Engineering,2021,1.64,0,1,0.7209302325581395,43,1.508125,16,0.3685687407617019,122.0,3.7,1.9,1.4,2
STU0049,20,M,Computer Science,2021,1.67,0,1,0.6046511627906976,43,1.7909523809523809,21,0.4782980740281604,112.15,4.25,2.2,1.7,1
STU0050,27,M,Business,2021,2.12,1,0,0.6511627906976745,43,2.1285714285714286,14,0.36397077530308025,154.3,4.85,2.1,1.35,0
STU0051,24,F,Engineering,2021,3.14,1,0,0.813953488372093,43,3.065625,16,0.4557772665092751,216.5,8.95,3.25,2.85,2
STU0052,28,M,Physics,2022,3.29,1,0,0.7674418604651163,43,3.2983333333333333,18,0.3986779623293201,255.9,8.3,4.05,2.15,4
STU0053,20,F,Physics,2024,3.18,1,0,0.7906976744186046,43,3.2306666666666666,15,0.5271549876007824,224.6,9.5,3.05,2.55,4
STU0054,19,M,Business,2023,1.52,1,0,0.813953488372093,43,1.5499999999999998,18,0.4073010160152548,120.95,3.5,0.9,1.7,0
STU0055,26,F,Computer Science,2022,2.16,1,0,0.7906976744186046,43,2.151764705882353,17,0.46049206418403194,160.5,5.9,2.0,1.1,1
STU0056,23,F,Computer Science,2022,2.21,1,0,0.813953488372093,43,2.353888888888889,18,0.45478034631972925,155.2,6.05,1.95,1.5,1
STU0057,27,M,Engineering,2023,3.96,1,0,0.8604651162790697,43,3.722352941176471,17,0.27217938505158484,291.8,11.35,3.9,2.8,2
STU0058,28,F,Engineering,2023,1.76,1,0,0.6744186046511628,43,1.904375,16,0.44155737641519094,142.85,4.75,2.3,1.7,2
STU0059,26,M,Computer Science,2021,1.89,0,1,0.5581395348837209,43,1.65,15,0.4617049150392798,143.45,4.65,2.1,1.2,1
STU0060,28,F,Physics,2022,3.09,1,0,0.8604651162790697,43,3.098125,16,0.2828478684145713,239.4,8.6,3.1,2.65,4
STU0061,22,M,Engineering,2024,3.76,1,0,0.9534883720930233,43,3.632142857142857,14,0.3746419536125037,283.75,11.25,4.1,2.5,2
STU0062,22,M,Computer Science,2024,1.61,0,1,0.6046511627906976,43,1.7147368421052631,19,0.49463082104010364,120.1,4.0,1.9,1.6,1
STU0063,25,F,Physics,2022,2.88,1,0,0.8837209302325582,43,3.0,17,0.4017150731550908,213.85,8.35,2.8,2.35,4
STU0064,19,M,Engineering,2021,1.69,1,0,0.6511627906976745,43,1.7040000000000002,15,0.40131569333167827,135.5,4.9,2.2,1.75,2
STU0065,23,M,Engineering,2021,2.96,1,0,0.7441860465116279,43,3.044285714285714,14,0.40930925464013884,234.7,7.7,3.0,2.75,2
STU0066,18,M,Business,2022,2.27,1,0,0.6976744186046512,43,2.281904761904762,21,0.4989250349262807,166.6,6.3,2.0,1.7,0
STU0067,28,M,Physics,2022,2.12,1,0,0.6976744186046512,43,2.009375,16,0.42874186095287375,153.0,5.8,2.2,1.5,4
STU0068,27,M,Physics,2024,3.37,1,0,0.8604651162790697,43,3.421875,16,0.3804772222704883,242.9,9.9,4.2,2.3,4
STU0069,24,F,Mathematics,2022,1.56,1,0,0.46511627906976744,43,1.5677777777777777,18,0.48522348465975906,107.1,3.6,0.75,1.65,3
STU0070,22,F,Business,2022,1.9,1,0,0.6046511627906976,43,1.820625,16,0.48222358230734974,149.45,5.3,2.0,1.75,0
STU0071,21,F,Computer Science,2024,2.0,1,0,0.813953488372093,43,2.098235294117647,17,0.4647477177743539,154.5,6.3,1.85,1.2,1
STU0072,21,M,Physics,2023,2.06,1,0,0.7441860465116279,43,2.0344444444444445,18,0.38676976313202494,137.5,6.9,1.95,1.55,4
STU0073,22,F,Business,2023,3.66,1,0,0.8837209302325582,43,3.7634999999999996,20,0.268411996751263,288.7,10.3,3.9,2.55,0
STU0074,28,F,Physics,2024,3.95,1,0,0.9069767441860465,43,3.71625,16,0.28352248588074985,284.15,10.6,4.1,2.65,4
STU0075,22,F,Computer Science,2021,1.95,1,0,0.7209302325581395,43,1.9835294117647058,17,0.47732249549532274,149.55,4.5,1.9,1.65,1
STU0076,27,F,Computer Science,2021,2.59,1,0,0.8837209302325582,43,2.5588235294117645,17,0.522313152631412,189.55,6.75,3.15,1.5,1
STU0077,24,M,Business,2021,3.75,1,0,0.8837209302325582,43,3.5429411764705883,17,0.381768331352313,280.25,10.85,3.95,2.05,0
STU0078,24,M,Physics,2021,1.5,1,0,0.5581395348837209,43,1.3800000000000001,17,0.46339777729289977,128.25,3.85,1.0,1.3,4
STU0079,19,F,Physics,2024,3.87,1,0,0.8837209302325582,43,3.6326666666666667,15,0.3805722508213624,302.0,11.55,4.3,2.75,4
STU0080,28,F,Engineering,2023,3.62,1,0,0.8604651162790697,43,3.5323529411764705,17,0.39875633869201216,285.85,10.75,4.15,1.9,2
STU0081,28,F,Engineering,2023,2.52,1,0,0.7906976744186046,43,2.519375,16,0.45515519331322574,196.8,7.4,3.0,1.75,2
STU0082,21,F,Physics,2022,2.55,1,0,0.6744186046511628,43,2.3642857142857143,14,0.5299595671908782,178.6,6.2,2.9,1.4,4
STU0083,24,M,Mathematics,2023,2.87,1,0,0.8372093023255814,43,2.846,20,0.5316053146144383,220.95,8.25,3.0,2.45,3
STU0084,21,F,Physics,2023,2.57,1,0,0.7441860465116279,43,2.704375,16,0.4543709020906453,202.3,7.2,3.0,1.05,4
STU0085,25,F,Business,2024,3.19,1,0,0.8372093023255814,43,3.2373684210526315,19,0.4849151369657164,232.85,8.8,3.2,2.7,0
STU0086,22,F,Mathematics,2021,2.79,1,0,0.8604651162790697,43,2.858421052631579,19,0.49241201309805077,209.95,7.85,3.0,2.4,3
STU0087,28,M,Computer Science,2022,2.28,1,0,0.6744186046511628,43,2.277058823529412,17,0.4910036240431729,165.7,5.3,2.35,1.4,1
STU0088,18,F,Mathematics,2021,2.11,1,0,0.6976744186046512,43,2.0273333333333334,15,0.3989354882804033,154.15,5.65,1.95,0.95,3
STU0089,25,M,Engineering,2021,2.54,1,0,0.7906976744186046,43,2.508235294117647,17,0.42727677350456417,199.4,7.75,3.1,1.85,2
STU0090,24,M,Business,2024,2.11,1,0,0.7674418604651163,43,2.2742105263157897,19,0.4382834672455929,154.25,5.25,1.95,1.5,0
STU0091,21,F,Computer Science,2024,1.94,1,0,0.6744186046511628,43,1.9289473684210525,19,0.588188317697677,136.05,4.9,2.15,1.1,1
STU0092,19,F,Computer Science,2022,2.64,1,0,0.7441860465116279,43,2.7592857142857143,14,0.4786272724511904,200.45,7.05,3.2,1.5,1
STU0093,25,F,Engineering,2023,3.03,1,0,0.813953488372093,43,3.039333333333333,15,0.38739914202033965,225.25,8.3,3.25,2.2,2
STU0094,20,F,Engineering,2024,3.36,1,0,0.8604651162790697,43,3.405333333333333,15,0.35403524172171397,260.05,10.35,4.45,2.5,2
STU0095,21,F,Business,2023,3.6,1,0,0.8837209302325582,43,3.601176470588235,17,0.44467519540869893,261.55,8.85,4.2,2.5,0
STU0096,28,F,Engineering,2024,2.1,1,0,0.7674418604651163,43,1.956875,16,0.3000604105842688,146.15,5.85,2.05,1.2,2
STU0097,21,F,Computer Science,2023,2.18,1,0,0.8372093023255814,43,2.165,16,0.5313755733941862,162.25,5.9,1.8,1.75,1
STU0098,20,M,Engineering,2021,1.88,0,1,0.7441860465116279,43,1.628235294117647,17,0.4666266614505332,142.05,5.0,1.9,1.3,2
STU0099,24,F,Mathematics,2021,2.52,1,0,0.7906976744186046,43,2.545294117647059,17,0.3699513084018427,183.05,6.7,3.2,1.45,3
STU0100,21,F,Business,2021,3.58,1,0,0.8837209302325582,43,3.5126666666666666,15,0.4347653992453313,268.75,10.1,4.15,2.4,0
STU0101,27,M,Engineering,2021,2.45,1,0,0.6511627906976745,43,2.3280000000000003,15,0.5299892182191742,170.45,7.0,3.0,1.8,2
STU0102,24,F,Physics,2023,3.63,1,0,0.9534883720930233,43,3.5275,16,0.4294570215205863,269.3,9.8,4.05,2.55,4
STU0103,25,F,Engineering,2022,2.05,1,0,0.8372093023255814,43,2.0075,16,0.4219557638742083,143.5,5.95,1.95,1.6,2
STU0104,24,F,Business,2021,2.34,1,0,0.627906976744186,43,2.3823809523809523,21,0.45192814430952133,174.35,7.0,2.1,1.7,0
STU0105,20,M,Mathematics,2024,3.95,1,0,0.9767441860465116,43,3.761578947368421,19,0.309717849338443,295.45,11.6,4.1,2.85,3
STU0106,19,M,Business,2021,3.11,1,0,0.8372093023255814,43,3.139473684210526,19,0.5650513613253867,225.1,9.25,2.85,2.2,0
STU0107,18,F,Business,2022,2.15,1,0,0.6511627906976745,43,2.2635,20,0.4986431589824531,170.3,6.1,1.9,1.6,0
STU0108,23,F,Mathematics,2024,2.34,1,0,0.5581395348837209,43,2.4061904761904764,21,0.4352984745031412,180.0,7.55,2.05,1.3,3
STU0109,22,F,Physics,2024,3.59,1,0,0.8837209302325582,43,3.605,16,0.35473934092513615,259.85,10.3,4.05,1.95,4
STU0110,23,M,Computer Science,2021,2.06,1,0,0.7441860465116279,43,1.9406666666666665,15,0.4714486287219526,158.5,6.1,1.9,2.0,1
STU0111,21,M,Computer Science,2021,2.0,1,0,0.6744186046511628,43,2.034705882352941,17,0.44256521619783373,160.55,5.65,2.35,1.3,1
STU0112,21,M,Engineering,2022,1.82,1,0,0.6976744186046512,43,1.6626666666666665,15,0.40543568569884814,134.55,5.8,1.75,1.35,2
STU0113,23,M,Business,2023,1.92,1,0,0.6976744186046512,43,1.8690000000000002,20,0.4740630648697326,138.75,6.1,2.4,1.45,0
STU0114,19,F,Mathematics,2023,2.95,1,0,0.8372093023255814,43,2.8314285714285714,14,0.49683393205774096,207.2,8.15,2.8,2.65,3
STU0115,24,M,Engineering,2024,3.85,1,0,0.8372093023255814,43,3.6542857142857144,14,0.30948379566662265,286.75,11.85,3.8,2.6,2
STU0116,19,F,Computer Science,2022,3.24,1,0,0.8372093023255814,43,3.220666666666667,15,0.4374351652639782,241.45,8.3,3.95,2.85,1
STU0117,27,F,Engineering,2021,3.46,1,0,0.813953488372093,43,3.194375,16,0.43167841039366334,247.95,9.55,4.1,2.3,2
STU0118,28,F,Engineering,2024,2.43,1,0,0.8372093023255814,43,2.5494117647058823,17,0.4582503489938019,180.5,7.2,3.1,1.8,2
STU0119,25,F,Computer Science,2024,1.76,1,0,0.7674418604651163,43,1.7557142857142856,21,0.40003214156579253,118.9,5.0,2.15,1.5,1
STU0120,20,F,Mathematics,2024,3.33,1,0,0.813953488372093,43,3.0926666666666667,15,0.38460493026084874,242.45,9.1,4.15,2.8,3
